COMMUNE_ID,DISTRICT_I,Province_I,NAME_VIE,NAME_ENG,DIS_NAME_V,DIS_NAME_E,PRO_NAME_V,PRO_NAME_E
2090537,20905,209,Xã Hoàng Văn Thụ,Hoang Van Thu,Huyện Văn Lãng,Van Lang,Lạng Sơn,Lang Son
2090539,20905,209,Xã Nhạc Kỳ,Nhac Ky,Huyện Văn Lãng,Van Lang,Lạng Sơn,Lang Son
2090701,20907,209,Thị trấn Bình Gia,Binh Gia,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090703,20907,209,Xã Vĩnh Yên,Vinh Yen,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090705,20907,209,Xã Hưng Đạo,Hung Dao,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090707,20907,209,Xã Hoa Thám,Hoa Tham,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090709,20907,209,Xã Quý Hòa,Quy Hoa,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090711,20907,209,Xã Yên Lỗ,Yen Lo,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090713,20907,209,Xã Thiện Hòa,Thien Hoa,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090715,20907,209,Xã Thiện Thuật,Thien Thuat,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090717,20907,209,Xã Thiện Long,Thien Long,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090719,20907,209,Xã Mông Ân,Mong An,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090721,20907,209,Xã Tân Hòa,Tan Hoa,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090723,20907,209,Xã Hòa Bình,Hoa Binh,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090725,20907,209,Xã Hồng Phong,Hong Phong,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090727,20907,209,Xã Quang Trung,Quang Trung,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090729,20907,209,Xã Minh Khai,Minh Khai,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090731,20907,209,Xã Hoàng Văn Thụ,Hoang Van Thu,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090733,20907,209,Xã Tô Hiệu,To Hieu,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090735,20907,209,Xã Hồng Thái,Hong Thai,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090737,20907,209,Xã Bình La,Binh La,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090739,20907,209,Xã Tân Văn,Tan Van,Huyện Bình Gia,Binh Gia,Lạng Sơn,Lang Son
2090901,20909,209,Thị trấn Bắc Sơn,Bac Son,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2090903,20909,209,Xã Vạn Thủy,Van Thuy,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2090905,20909,209,Xã Đồng Ý,Dong Y,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2090907,20909,209,Xã Vũ Sơn,Vu Son,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2090909,20909,209,Xã Tân Tri,Tan Tri,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2090911,20909,209,Xã Chiến Thắng,Chien Thang,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2090913,20909,209,Xã Vũ Lễ,Vu Le,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2090915,20909,209,Xã Long Đống,Long Dong,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2090917,20909,209,Xã Hữu Vĩnh,Huu Vinh,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2090919,20909,209,Xã Quỳnh Sơn,Quynh Son,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2090921,20909,209,Xã Bắc Sơn,Bac Son,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2090923,20909,209,Xã Tân Lập,Tan Lap,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2090925,20909,209,Xã Tân Hương,Tan Huong,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2090927,20909,209,Xã Vũ Lăng,Vu Lang,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2090929,20909,209,Xã Chiêu Vũ,Chieu Vu,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2090931,20909,209,Xã Hưng Vũ,Hung Vu,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2090933,20909,209,Xã Trấn Yên,Tran Yen,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2090935,20909,209,Xã Nhất Hòa,Nhat Hoa,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2090937,20909,209,Xã Tân Thành,Tan Thanh,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2090939,20909,209,Xã Nhất Tiến,Nhat Tien,Huyện Bắc Sơn,Bac Son,Lạng Sơn,Lang Son
2091101,20911,209,Thị trấn Văn Quan,Van Quan,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091103,20911,209,Xã Trấn Ninh,Tran Ninh,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091105,20911,209,Xã Phú Mỹ,Phu My,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091107,20911,209,Xã Việt Yên,Viet Yen,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091109,20911,209,Xã Vân Mộng,Van Mong,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091111,20911,209,Xã Song Giang,Song Giang,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091113,20911,209,Xã Hòa Bình,Hoa Binh,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091115,20911,209,Xã Vĩnh Lại,Vinh Lai,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091117,20911,209,Xã Văn An,Van An,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091119,20911,209,Xã Đại An,Dai An,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091121,20911,209,Xã Tú Xuyên,Tu Xuyen,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091123,20911,209,Xã Lương Năng,Luong Nang,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091125,20911,209,Xã Tri Lễ,Tri Le,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091127,20911,209,Xã Hữu Lễ,Huu Le,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091129,20911,209,Xã Xuân Mai,Xuan Mai,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091131,20911,209,Xã Bình Phúc,Binh Phuc,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091133,20911,209,Xã Yên Phúc,Yen Phuc,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091135,20911,209,Xã Chu Túc,Chu Tuc,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091137,20911,209,Xã Tân Đoàn,Tan Doan,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091139,20911,209,Xã Tràng Sơn,Trang Son,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091141,20911,209,Xã Tràng Phái,Trang Phai,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091143,20911,209,Xã Khánh Khê,Khanh Khe,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091145,20911,209,Xã Đồng Giáp,Dong Giap,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091147,20911,209,Xã Tràng Các,Trang Cac,Huyện Văn Quan,Van Quan,Lạng Sơn,Lang Son
2091301,20913,209,Thị trấn Cao Lộc,Cao Loc,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091303,20913,209,Thị trấn Đồng Đăng,Dong Dang,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091305,20913,209,Xã Bảo Lâm,Bao Lam,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091307,20913,209,Xã Thạch Đạn,Thach Dan,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091309,20913,209,Xã Hồng Phong,Hong Phong,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091311,20913,209,Xã Phú Xá,Phu Xa,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091313,20913,209,Xã Thụy Hùng,Thuy Hung,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091315,20913,209,Xã Bình Trung,Binh Trung,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091317,20913,209,Xã Song Giáp,Song Giap,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091319,20913,209,Xã Thanh Lòa,Thanh Loa,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091320,20913,209,Xã Lộc Yên,Loc Yen,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091321,20913,209,Xã Hòa Cư,Hoa Cu,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091323,20913,209,Xã Hải Yến,Hai Yen,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091325,20913,209,Xã Công Sơn,Cong Son,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091327,20913,209,Xã Cao Lâu,Cao Lau,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091329,20913,209,Xã Xuất Lễ,Xuat Le,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091331,20913,209,Xã Mẫu Sơn,Mau Son,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091333,20913,209,Xã Hợp Thành,Hop Thanh,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091335,20913,209,Xã Gia Cát,Gia Cat,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091337,20913,209,Xã Tân Liên,Tan Lien,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091339,20913,209,Xã Yên Trạch,Yen Trach,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091341,20913,209,Xã Xuân Long,Xuan Long,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091343,20913,209,Xã Tân Thành,Tan Thanh,Huyện Cao Lộc,Cao Loc,Lạng Sơn,Lang Son
2091501,20915,209,Thị trấn Lộc Bình,Loc Binh,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091503,20915,209,Thị trấn Na Dương,Na Duong,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091505,20915,209,Xã Xuân Lễ,Xuan Le,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091507,20915,209,Xã Bằng Khánh,Bang Khanh,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091509,20915,209,Xã Xuân Mãn,Xuan Man,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091511,20915,209,Xã Đồng Bục,Dong Buc,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091513,20915,209,Xã Vân Mộng,Van Mong,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091515,20915,209,Xã Như Khuê,Nhu Khue,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091517,20915,209,Xã Xuân Tình,Xuan Tinh,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091519,20915,209,Xã Nhượng Bạn,Nhuong Ban,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091521,20915,209,Xã Hiệp Hạ,Hiep Ha,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091523,20915,209,Xã Minh Phát,Minh Phat,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091525,20915,209,Xã Hữu Lân,Huu Lan,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091527,20915,209,Xã Hữu Khánh,Huu Khanh,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091529,20915,209,Xã Lục Thôn,Luc Thon,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091531,20915,209,Xã Mẫu Sơn,Mau Son,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091533,20915,209,Xã Yên Khoái,Yen Khoai,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091535,20915,209,Xã Tú Mịch,Tu Mich,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091537,20915,209,Xã Tam Gia,Tam Gia,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091539,20915,209,Xã Tĩnh Bắc,Tinh Bac,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091541,20915,209,Xã Tú Đoạn,Tu Doan,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091543,20915,209,Xã Khuất Xá,Khuat Xa,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091545,20915,209,Xã Quan Bản,Quan Ban,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091547,20915,209,Xã Đông Quan,Dong Quan,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091549,20915,209,Xã Sàn Viên,San Vien,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091551,20915,209,Xã Lợi Bác,Loi Bac,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091553,20915,209,Xã Nam Quan,Nam Quan,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091555,20915,209,Xã Xuân Dương,Xuan Duong,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091557,20915,209,Xã Ái Quốc,Ai Quoc,Huyện Lộc Bình,Loc Binh,Lạng Sơn,Lang Son
2091701,20917,209,Thị trấn Đồng Mỏ,Dong Mo,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091703,20917,209,Thị trấn Chi Lăng,Chi Lang,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091705,20917,209,Xã Bằng Hữu,Bang Huu,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091707,20917,209,Xã Bằng Mạc,Bang Mac,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091709,20917,209,Xã Gia Lộc,Gia Loc,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091711,20917,209,Xã Thượng Cường,Thuong Cuong,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091713,20917,209,Xã Hòa Bình,Hoa Binh,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091715,20917,209,Xã Vạn Linh,Van Linh,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091717,20917,209,Xã Y Tịch,Y Tich,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091719,20917,209,Xã Quang Lang,Quang Lang,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091721,20917,209,Xã Chi Lăng,Chi Lang,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091723,20917,209,Xã Mai Sao,Mai Sao,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091725,20917,209,Xã Nhân Lý,Nhan Ly,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091727,20917,209,Xã Bắc Thủy,Bac Thuy,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091729,20917,209,Xã Vân Thủy,Van Thuy,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091731,20917,209,Xã Vân An,Van An,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091733,20917,209,Xã Chiến Thắng,Chien Thang,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091735,20917,209,Xã Liên Sơn,Lien Son,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091737,20917,209,Xã Lâm Sơn,Lam Son,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091739,20917,209,Xã Quan Sơn,Quan Son,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091741,20917,209,Xã Hữu Kiên,Huu Kien,Huyện Chi Lăng,Chi Lang,Lạng Sơn,Lang Son
2091901,20919,209,Thị trấn Đình Lập,Dinh Lap,Huyện Đình Lập,Dinh Lap,Lạng Sơn,Lang Son
2091903,20919,209,Thị trấn Nông trường Thái Bình,Nong truong Thai Binh,Huyện Đình Lập,Dinh Lap,Lạng Sơn,Lang Son
2091905,20919,209,Xã Bính Xá,Binh Xa,Huyện Đình Lập,Dinh Lap,Lạng Sơn,Lang Son
2091907,20919,209,Xã Bắc Xa,Bac Xa,Huyện Đình Lập,Dinh Lap,Lạng Sơn,Lang Son
2091909,20919,209,Xã Kiên Mộc,Kien Moc,Huyện Đình Lập,Dinh Lap,Lạng Sơn,Lang Son
2091911,20919,209,Xã Đình Lập,Dinh Lap,Huyện Đình Lập,Dinh Lap,Lạng Sơn,Lang Son
2091913,20919,209,Xã Cường Lợi,Cuong Loi,Huyện Đình Lập,Dinh Lap,Lạng Sơn,Lang Son
2091915,20919,209,Xã Thái Bình,Thai Binh,Huyện Đình Lập,Dinh Lap,Lạng Sơn,Lang Son
2091917,20919,209,Xã Lâm Ca,Lam Ca,Huyện Đình Lập,Dinh Lap,Lạng Sơn,Lang Son
2091919,20919,209,Xã Châu Sơn,Chau Son,Huyện Đình Lập,Dinh Lap,Lạng Sơn,Lang Son
2091921,20919,209,Xã Đồng Thắng,Dong Thang,Huyện Đình Lập,Dinh Lap,Lạng Sơn,Lang Son
2091923,20919,209,Xã Bắc Lãng,Bac Lang,Huyện Đình Lập,Dinh Lap,Lạng Sơn,Lang Son
2092101,20921,209,Thị trấn Hữu Lũng,Huu Lung,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092103,20921,209,Xã Quyết Thắng,Quyet Thang,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092105,20921,209,Xã Yên Bình,Yen Binh,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092107,20921,209,Xã Hòa Bình,Hoa Binh,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092109,20921,209,Xã Hữu Liên,Huu Lien,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092111,20921,209,Xã Yên Thịnh,Yen Thinh,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092113,20921,209,Xã Yên Vượng,Yen Vuong,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092115,20921,209,Xã Yên Sơn,Yen Son,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092117,20921,209,Xã Thiện Kỵ,Thien Ky,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092119,20921,209,Xã Tân Lập,Tan Lap,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092121,20921,209,Xã Minh Tiến,Minh Tien,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092123,20921,209,Xã Thanh Sơn,Thanh Son,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092125,20921,209,Xã Vân Nham,Van Nham,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092127,20921,209,Xã Đồng Tiến,Dong Tien,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092129,20921,209,Xã Đô Lương,Do Luong,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092131,20921,209,Xã Nhật Tiến,Nhat Tien,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092133,20921,209,Xã Đồng Tân,Dong Tan,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092135,20921,209,Xã Cai Kinh,Cai Kinh,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092137,20921,209,Xã Hòa Lạc,Hoa Lac,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092139,20921,209,Xã Minh Sơn,Minh Son,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092141,20921,209,Xã Sơn Hà,Son Ha,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092143,20921,209,Xã Minh Hòa,Minh Hoa,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092145,20921,209,Xã Hòa Sơn,Hoa Son,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092147,20921,209,Xã Tân Thành,Tan Thanh,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092149,20921,209,Xã Hồ Sơn,Ho Son,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2092151,20921,209,Xã Hòa Thắng,Hoa Thang,Huyện Hữu Lũng,Huu Lung,Lạng Sơn,Lang Son
2110101,21101,211,Phường Tân Quang,Tan Quang,Thành phố Tuyên Quang,Tuyen Quang,Tuyên Quang,Tuyen Quang
2110103,21101,211,Phường Phan Thiết,Phan Thiet,Thành phố Tuyên Quang,Tuyen Quang,Tuyên Quang,Tuyen Quang
2110105,21101,211,Phường Minh Xuân,Minh Xuan,Thành phố Tuyên Quang,Tuyen Quang,Tuyên Quang,Tuyen Quang
2110107,21101,211,Xã Tràng Đà,Trang Da,Thành phố Tuyên Quang,Tuyen Quang,Tuyên Quang,Tuyen Quang
2110108,21101,211,Phường Tân Hà,Tan Ha,Thành phố Tuyên Quang,Tuyen Quang,Tuyên Quang,Tuyen Quang
2110109,21101,211,Phường Ỷ La,Y La,Thành phố Tuyên Quang,Tuyen Quang,Tuyên Quang,Tuyen Quang
2110111,21101,211,Phường Nông Tiến,Nong Tien,Thành phố Tuyên Quang,Tuyen Quang,Tuyên Quang,Tuyen Quang
2110113,21101,211,Phường Hưng Thành,Hung Thanh,Thành phố Tuyên Quang,Tuyen Quang,Tuyên Quang,Tuyen Quang
2110115,21101,211,Xã An Tường,An Tuong,Thành phố Tuyên Quang,Tuyen Quang,Tuyên Quang,Tuyen Quang
2110117,21101,211,Xã An Khang,An Khang,Thành phố Tuyên Quang,Tuyen Quang,Tuyên Quang,Tuyen Quang
2110119,21101,211,Xã Lưỡng Vượng,Luong Vuong,Thành phố Tuyên Quang,Tuyen Quang,Tuyên Quang,Tuyen Quang
2110121,21101,211,Xã Thái Long,Thai Long,Thành phố Tuyên Quang,Tuyen Quang,Tuyên Quang,Tuyen Quang
2110123,21101,211,Xã Đội Cấn,Doi Can,Thành phố Tuyên Quang,Tuyen Quang,Tuyên Quang,Tuyen Quang
2110301,21103,211,Thị trấn Nà Hang,Na Hang,Huyện Na Hang,Na Hang,Tuyên Quang,Tuyen Quang
2110305,21103,211,Xã Thượng Giáp,Thuong Giap,Huyện Na Hang,Na Hang,Tuyên Quang,Tuyen Quang
2110307,21103,211,Xã Sinh Long,Sinh Long,Huyện Na Hang,Na Hang,Tuyên Quang,Tuyen Quang
2110309,21103,211,Xã Thượng Nông,Thuong Nong,Huyện Na Hang,Na Hang,Tuyên Quang,Tuyen Quang
2110315,21103,211,Xã Hồng Thái,Hong Thai,Huyện Na Hang,Na Hang,Tuyên Quang,Tuyen Quang
2110319,21103,211,Xã Yên Hoa,Yen Hoa,Huyện Na Hang,Na Hang,Tuyên Quang,Tuyen Quang
2110321,21103,211,Xã Côn Lôn,Con Lon,Huyện Na Hang,Na Hang,Tuyên Quang,Tuyen Quang
2110327,21103,211,Xã Khau Tinh,Khau Tinh,Huyện Na Hang,Na Hang,Tuyên Quang,Tuyen Quang
2110329,21103,211,Xã Đà Vị,Da Vi,Huyện Na Hang,Na Hang,Tuyên Quang,Tuyen Quang
2110335,21103,211,Xã Sơn Phú,Son Phu,Huyện Na Hang,Na Hang,Tuyên Quang,Tuyen Quang
2110337,21103,211,Xã Năng Khả,Nang Kha,Huyện Na Hang,Na Hang,Tuyên Quang,Tuyen Quang
2110341,21103,211,Xã Thanh Tương,Thanh Tuong,Huyện Na Hang,Na Hang,Tuyên Quang,Tuyen Quang
2110501,21105,211,Thị trấn Vĩnh Lộc,Vinh Loc,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110509,21105,211,Xã Minh Quang,Minh Quang,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110511,21105,211,Xã Trung Hà,Trung Ha,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110513,21105,211,Xã Phúc Sơn,Phuc Son,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110515,21105,211,Xã Tân Mỹ,Tan My,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110517,21105,211,Xã Hà Lang,Ha Lang,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110519,21105,211,Xã Hùng Mỹ,Hung My,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110521,21105,211,Xã Yên Lập,Yen Lap,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110523,21105,211,Xã Tân An,Tan An,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110525,21105,211,Xã Xuân Quang,Xuan Quang,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110527,21105,211,Xã Phúc Thịnh,Phuc Thinh,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110529,21105,211,Xã Bình Phú,Binh Phu,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110531,21105,211,Xã Phú Bình,Phu Binh,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110533,21105,211,Xã Ngọc Hội,Ngoc Hoi,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110535,21105,211,Xã Tân Thịnh,Tan Thinh,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110537,21105,211,Xã Hòa Phú,Hoa Phu,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110539,21105,211,Xã Kiên Đài,Kien Dai,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110541,21105,211,Xã Trung Hòa,Trung Hoa,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110543,21105,211,Xã Kim Bình,Kim Binh,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110545,21105,211,Xã Vinh Quang,Vinh Quang,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
2110547,21105,211,Xã Hòa An,Hoa An,Huyện Chiêm Hóa,Chiem Hoa,Tuyên Quang,Tuyen Quang
