COMMUNE_ID,DISTRICT_I,Province_I,NAME_VIE,NAME_ENG,DIS_NAME_V,DIS_NAME_E,PRO_NAME_V,PRO_NAME_E
1010101,10101,101,Phường Phúc Xá,Phuc Xa,Quận Ba Đình,Ba Dinh,Hà Nội,Ha Noi
1010103,10101,101,Phường Nguyễn Trung Trực,Nguyen Trung Truc,Quận Ba Đình,Ba Dinh,Hà Nội,Ha Noi
1010105,10101,101,Phường Quán Thánh,Quan Thanh,Quận Ba Đình,Ba Dinh,Hà Nội,Ha Noi
1010107,10101,101,Phường Trúc Bạch,Truc Bach,Quận Ba Đình,Ba Dinh,Hà Nội,Ha Noi
1010109,10101,101,Phường Điện Biên,Dien Bien,Quận Ba Đình,Ba Dinh,Hà Nội,Ha Noi
1010111,10101,101,Phường Kim Mã,Kim Ma,Quận Ba Đình,Ba Dinh,Hà Nội,Ha Noi
1010113,10101,101,Phường Đội Cấn,Doi Can,Quận Ba Đình,Ba Dinh,Hà Nội,Ha Noi
1010114,10101,101,Phường Liễu Giai,Lieu Giai,Quận Ba Đình,Ba Dinh,Hà Nội,Ha Noi
1010115,10101,101,Phường Cống Vị,Cong Vi,Quận Ba Đình,Ba Dinh,Hà Nội,Ha Noi
1010116,10101,101,Phường Vĩnh Phúc,Vinh Phuc,Quận Ba Đình,Ba Dinh,Hà Nội,Ha Noi
1010117,10101,101,Phường Ngọc Khánh,Ngoc Khanh,Quận Ba Đình,Ba Dinh,Hà Nội,Ha Noi
1010119,10101,101,Phường Giảng Võ,Giang Vo,Quận Ba Đình,Ba Dinh,Hà Nội,Ha Noi
1010121,10101,101,Phường Ngọc Hà,Ngoc Ha,Quận Ba Đình,Ba Dinh,Hà Nội,Ha Noi
1010123,10101,101,Phường Thành Công,Thanh Cong,Quận Ba Đình,Ba Dinh,Hà Nội,Ha Noi
1010301,10103,101,Phường Bưởi,Buoi,Quận Tây Hồ,Tay Ho,Hà Nội,Ha Noi
1010303,10103,101,Phường Thụy Khuê,Thuy Khue,Quận Tây Hồ,Tay Ho,Hà Nội,Ha Noi
1010305,10103,101,Phường Yên Phụ,Yen Phu,Quận Tây Hồ,Tay Ho,Hà Nội,Ha Noi
1010307,10103,101,Phường Tứ Liên,Tu Lien,Quận Tây Hồ,Tay Ho,Hà Nội,Ha Noi
1010309,10103,101,Phường Nhật Tân,Nhat Tan,Quận Tây Hồ,Tay Ho,Hà Nội,Ha Noi
1010311,10103,101,Phường Quảng An,Quang An,Quận Tây Hồ,Tay Ho,Hà Nội,Ha Noi
1010313,10103,101,Phường Xuân La,Xuan La,Quận Tây Hồ,Tay Ho,Hà Nội,Ha Noi
1010315,10103,101,Phường Phú Thượng,Phu Thuong,Quận Tây Hồ,Tay Ho,Hà Nội,Ha Noi
1010501,10105,101,Phường Cửa Nam,Cua Nam,Quận Hoàn Kiếm,Hoan Kiem,Hà Nội,Ha Noi
1010503,10105,101,Phường Trần Hưng Đạo,Tran Hung Dao,Quận Hoàn Kiếm,Hoan Kiem,Hà Nội,Ha Noi
1010505,10105,101,Phường Hàng Bài,Hang Bai,Quận Hoàn Kiếm,Hoan Kiem,Hà Nội,Ha Noi
1010507,10105,101,Phường Phan Chu Trinh,Phan Chu Trinh,Quận Hoàn Kiếm,Hoan Kiem,Hà Nội,Ha Noi
1010509,10105,101,Phường Tràng Tiền,Trang Tien,Quận Hoàn Kiếm,Hoan Kiem,Hà Nội,Ha Noi
1010511,10105,101,Phường Hàng Bạc,Hang Bac,Quận Hoàn Kiếm,Hoan Kiem,Hà Nội,Ha Noi
1010513,10105,101,Phường Lý Thái Tổ,Ly Thai To,Quận Hoàn Kiếm,Hoan Kiem,Hà Nội,Ha Noi
1010515,10105,101,Phường Hàng Buồm,Hang Buom,Quận Hoàn Kiếm,Hoan Kiem,Hà Nội,Ha Noi
1010517,10105,101,Phường Đồng Xuân,Dong Xuan,Quận Hoàn Kiếm,Hoan Kiem,Hà Nội,Ha Noi
1010519,10105,101,Phường Hàng Đào,Hang Dao,Quận Hoàn Kiếm,Hoan Kiem,Hà Nội,Ha Noi
1010521,10105,101,Phường Hàng Mã,Hang Ma,Quận Hoàn Kiếm,Hoan Kiem,Hà Nội,Ha Noi
1010523,10105,101,Phường Hàng Bồ,Hang Bo,Quận Hoàn Kiếm,Hoan Kiem,Hà Nội,Ha Noi
1010525,10105,101,Phường Cửa Đông,Cua Dong,Quận Hoàn Kiếm,Hoan Kiem,Hà Nội,Ha Noi
1010527,10105,101,Phường Hàng Bông,Hang Bong,Quận Hoàn Kiếm,Hoan Kiem,Hà Nội,Ha Noi
1010529,10105,101,Phường Hàng Gai,Hang Gai,Quận Hoàn Kiếm,Hoan Kiem,Hà Nội,Ha Noi
1010531,10105,101,Phường Hàng Trống,Hang Trong,Quận Hoàn Kiếm,Hoan Kiem,Hà Nội,Ha Noi
1010533,10105,101,Phường Phúc Tân,Phuc Tan,Quận Hoàn Kiếm,Hoan Kiem,Hà Nội,Ha Noi
1010535,10105,101,Phường Chương Dương Độ,Chuong Duong Do,Quận Hoàn Kiếm,Hoan Kiem,Hà Nội,Ha Noi
1010701,10107,101,Phường Nguyễn Du,Nguyen Du,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010703,10107,101,Phường Lê Đại Hành,Le Dai Hanh,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010705,10107,101,Phường Bùi Thị Xuân,Bui Thi Xuan,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010707,10107,101,Phường Phố Huế,Pho Hue,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010709,10107,101,Phường Ngô Thì Nhậm,Ngo Thi Nham,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010711,10107,101,Phường Phạm Đình Hổ,Pham Dinh Ho,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010713,10107,101,Phường Đồng Nhân,Dong Nhan,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010715,10107,101,Phường Đống Mác,Dong Mac,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010717,10107,101,Phường Bạch Đằng,Bach Dang,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010719,10107,101,Phường Thanh Lương,Thanh Luong,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010721,10107,101,Phường Thanh Nhàn,Thanh Nhan,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010723,10107,101,Phường Cầu Dền,Cau Den,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010725,10107,101,Phường Bách Khoa,Bach Khoa,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010727,10107,101,Phường Bạch Mai,Bach Mai,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010729,10107,101,Phường Quỳnh Lôi,Quynh Loi,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010731,10107,101,Phường Quỳnh Mai,Quynh Mai,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010733,10107,101,Phường Vĩnh Tuy,Vinh Tuy,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010735,10107,101,Phường Minh Khai,Minh Khai,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010737,10107,101,Phường Trương Định,Truong Dinh,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010739,10107,101,Phường Đồng Tâm,Dong Tam,Quận Hai Bà Trưng,Hai Ba Trung,Hà Nội,Ha Noi
1010801,10108,101,Phường Tương Mai,Tuong Mai,Quận Hoàng Mai,Hoang Mai,Hà Nội,Ha Noi
1010803,10108,101,Phường Giáp Bát,Giap Bat,Quận Hoàng Mai,Hoang Mai,Hà Nội,Ha Noi
1010805,10108,101,Phường Mai Động,Mai Dong,Quận Hoàng Mai,Hoang Mai,Hà Nội,Ha Noi
1010807,10108,101,Phường Tân Mai,Tan Mai,Quận Hoàng Mai,Hoang Mai,Hà Nội,Ha Noi
1010809,10108,101,Phường Hoàng Văn Thụ,Hoang Van Thu,Quận Hoàng Mai,Hoang Mai,Hà Nội,Ha Noi
1010811,10108,101,Phường Thịnh Liệt,Thinh Liet,Quận Hoàng Mai,Hoang Mai,Hà Nội,Ha Noi
1010813,10108,101,Phường Định Công,Dinh Cong,Quận Hoàng Mai,Hoang Mai,Hà Nội,Ha Noi
1010815,10108,101,Phường Đại Kim,Dai Kim,Quận Hoàng Mai,Hoang Mai,Hà Nội,Ha Noi
1010817,10108,101,Phường Vĩnh Hưng,Vinh Hung,Quận Hoàng Mai,Hoang Mai,Hà Nội,Ha Noi
1010819,10108,101,Phường Lĩnh Nam,Linh Nam,Quận Hoàng Mai,Hoang Mai,Hà Nội,Ha Noi
1010821,10108,101,Phường Hoàng Liệt,Hoang Liet,Quận Hoàng Mai,Hoang Mai,Hà Nội,Ha Noi
1010823,10108,101,Phường Yên Sở,Yen So,Quận Hoàng Mai,Hoang Mai,Hà Nội,Ha Noi
1010825,10108,101,Phường Trần Phú,Tran Phu,Quận Hoàng Mai,Hoang Mai,Hà Nội,Ha Noi
1010827,10108,101,Phường Thanh Trì,Thanh Tri,Quận Hoàng Mai,Hoang Mai,Hà Nội,Ha Noi
1010901,10109,101,Phường Văn Miếu,Van Mieu,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010903,10109,101,Phường Cát Linh,Cat Linh,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010905,10109,101,Phường Quốc Tử Giám,Quoc Tu Giam,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010907,10109,101,Phường Văn Chương,Van Chuong,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010909,10109,101,Phường Hàng Bột,Hang Bot,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010911,10109,101,Phường Ô Chợ Dừa,O Cho Dua,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010913,10109,101,Phường Nam Đồng,Nam Dong,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010915,10109,101,Phường Quang Trung,Quang Trung,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010917,10109,101,Phường Trung Liệt,Trung Liet,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010919,10109,101,Phường Thổ Quan,Tho Quan,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010921,10109,101,Phường Khâm Thiên,Kham Thien,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010923,10109,101,Phường Trung Phụng,Trung Phung,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010925,10109,101,Phường Phương Liên,Phuong Lien,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010927,10109,101,Phường Kim Liên,Kim Lien,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010929,10109,101,Phường Phương Mai,Phuong Mai,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010931,10109,101,Phường Trung Tự,Trung Tu,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010933,10109,101,Phường Khương Thượng,Khuong Thuong,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010935,10109,101,Phường Thịnh Quang,Thinh Quang,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010937,10109,101,Phường Ngã Tư Sở,Nga Tu So,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010939,10109,101,Phường Láng Hạ,Lang Ha,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1010941,10109,101,Phường Láng Thượng,Lang Thuong,Quận Đống Đa,Dong Da,Hà Nội,Ha Noi
1011101,10111,101,Phường Nhân Chính,Nhan Chinh,Quận Thanh Xuân,Thanh Xuan,Hà Nội,Ha Noi
1011103,10111,101,Phường Khương Trung,Khuong Trung,Quận Thanh Xuân,Thanh Xuan,Hà Nội,Ha Noi
1011105,10111,101,Phường Khương Mai,Khuong Mai,Quận Thanh Xuân,Thanh Xuan,Hà Nội,Ha Noi
1011107,10111,101,Phường Phương Liệt,Phuong Liet,Quận Thanh Xuân,Thanh Xuan,Hà Nội,Ha Noi
1011109,10111,101,Phường Thượng Đình,Thuong Dinh,Quận Thanh Xuân,Thanh Xuan,Hà Nội,Ha Noi
1011111,10111,101,Phường Thanh Xuân Trung,Thanh Xuan Trung,Quận Thanh Xuân,Thanh Xuan,Hà Nội,Ha Noi
1011113,10111,101,Phường Khương Đình,Khuong Dinh,Quận Thanh Xuân,Thanh Xuan,Hà Nội,Ha Noi
1011115,10111,101,Phường Hạ Đình,Ha Dinh,Quận Thanh Xuân,Thanh Xuan,Hà Nội,Ha Noi
1011117,10111,101,Phường Thanh Xuân Bắc,Thanh Xuan Bac,Quận Thanh Xuân,Thanh Xuan,Hà Nội,Ha Noi
1011119,10111,101,Phường Thanh Xuân Nam,Thanh Xuan Nam,Quận Thanh Xuân,Thanh Xuan,Hà Nội,Ha Noi
1011121,10111,101,Phường Kim Giang,Kim Giang,Quận Thanh Xuân,Thanh Xuan,Hà Nội,Ha Noi
1011301,10113,101,Phường Nghĩa Đô,Nghia Do,Quận Cầu Giấy,Cau Giay,Hà Nội,Ha Noi
1011303,10113,101,Phường Nghĩa Tân,Nghia Tan,Quận Cầu Giấy,Cau Giay,Hà Nội,Ha Noi
1011305,10113,101,Phường Quan Hoa,Quan Hoa,Quận Cầu Giấy,Cau Giay,Hà Nội,Ha Noi
1011307,10113,101,Phường Mai Dịch,Mai Dich,Quận Cầu Giấy,Cau Giay,Hà Nội,Ha Noi
1011309,10113,101,Phường Dịch Vọng,Dich Vong,Quận Cầu Giấy,Cau Giay,Hà Nội,Ha Noi
1011310,10113,101,Phường Dịch Vọng Hậu,Dich Vong Hau,Quận Cầu Giấy,Cau Giay,Hà Nội,Ha Noi
1011311,10113,101,Phường Yên Hoà,Yen Hoa,Quận Cầu Giấy,Cau Giay,Hà Nội,Ha Noi
1011313,10113,101,Phường Trung Hoà,Trung Hoa,Quận Cầu Giấy,Cau Giay,Hà Nội,Ha Noi
1011401,10114,101,Phường Gia Thụy,Gia Thuy,Quận Long Biên,Long Bien,Hà Nội,Ha Noi
1011403,10114,101,Phường Ngọc Lâm,Ngoc Lam,Quận Long Biên,Long Bien,Hà Nội,Ha Noi
1011405,10114,101,Phường Đức Giang,Duc Giang,Quận Long Biên,Long Bien,Hà Nội,Ha Noi
1011407,10114,101,Phường Việt Hưng,Viet Hung,Quận Long Biên,Long Bien,Hà Nội,Ha Noi
1011409,10114,101,Phường Ngọc Thụy,Ngoc Thuy,Quận Long Biên,Long Bien,Hà Nội,Ha Noi
1011411,10114,101,Phường Thượng Thanh,Thuong Thanh,Quận Long Biên,Long Bien,Hà Nội,Ha Noi
1011413,10114,101,Phường Bồ Đề,Bo De,Quận Long Biên,Long Bien,Hà Nội,Ha Noi
1011415,10114,101,Phường Giang Biên,Giang Bien,Quận Long Biên,Long Bien,Hà Nội,Ha Noi
1011417,10114,101,Phường Phúc Đồng,Phuc Dong,Quận Long Biên,Long Bien,Hà Nội,Ha Noi
1011419,10114,101,Phường Phúc Lợi,Phuc Loi,Quận Long Biên,Long Bien,Hà Nội,Ha Noi
1011421,10114,101,Phường Long Biên,Long Bien,Quận Long Biên,Long Bien,Hà Nội,Ha Noi
1011423,10114,101,Phường Sài Đồng,Sai Dong,Quận Long Biên,Long Bien,Hà Nội,Ha Noi
1011425,10114,101,Phường Thạch Bàn,Thach Ban,Quận Long Biên,Long Bien,Hà Nội,Ha Noi
1011427,10114,101,Phường Cự Khối,Cu Khoi,Quận Long Biên,Long Bien,Hà Nội,Ha Noi
1011501,10115,101,Thị trấn Sóc Sơn,Soc Son,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011503,10115,101,Xã Tân Dân,Tan Dan,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011505,10115,101,Xã Thanh Xuân,Thanh Xuan,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011507,10115,101,Xã Minh Trí,Minh Tri,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011509,10115,101,Xã Minh Phú,Minh Phu,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011511,10115,101,Xã Hiền Ninh,Hien Ninh,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011513,10115,101,Xã Quang Tiến,Quang Tien,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011515,10115,101,Xã Phú Cường,Phu Cuong,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011517,10115,101,Xã Phú Minh,Phu Minh,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011519,10115,101,Xã Mai Đình,Mai Dinh,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011521,10115,101,Xã Phù Lỗ,Phu Lo,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011523,10115,101,Xã Đông Xuân,Dong Xuan,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011525,10115,101,Xã Nam Sơn,Nam Son,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011527,10115,101,Xã Bắc Sơn,Bac Son,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011529,10115,101,Xã Hồng Kỳ,Hong Ky,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011531,10115,101,Xã Trung Giã,Trung Gia,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011533,10115,101,Xã Tân Hưng,Tan Hung,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011535,10115,101,Xã Bắc Phú,Bac Phu,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011537,10115,101,Xã Việt Long,Viet Long,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011539,10115,101,Xã Xuân Giang,Xuan Giang,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011541,10115,101,Xã Đức Hoà,Duc Hoa,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011543,10115,101,Xã Xuân Thu,Xuan Thu,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011545,10115,101,Xã Kim Lũ,Kim Lu,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011547,10115,101,Xã Phù Linh,Phu Linh,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011549,10115,101,Xã Tân Minh,Tan Minh,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011551,10115,101,Xã Tiên Dược,Tien Duoc,Huyện Sóc Sơn,Soc Son,Hà Nội,Ha Noi
1011701,10117,101,Thị trấn Đông Anh,Dong Anh,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011703,10117,101,Xã Xuân Nộn,Xuan Non,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011705,10117,101,Xã Nguyên Khê,Nguyen Khe,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011707,10117,101,Xã Uy Nỗ,Uy No,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011709,10117,101,Xã Cổ Loa,Co Loa,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011711,10117,101,Xã Tiên Dương,Tien Duong,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011713,10117,101,Xã Nam Hồng,Nam Hong,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011715,10117,101,Xã Bắc Hồng,Bac Hong,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011717,10117,101,Xã Vân Nội,Van Noi,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011719,10117,101,Xã Kim Nỗ,Kim No,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011721,10117,101,Xã Kim Chung,Kim Chung,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011723,10117,101,Xã Đại Mạch,Dai Mach,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011725,10117,101,Xã Võng La,Vong La,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011727,10117,101,Xã Hải Bối,Hai Boi,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011729,10117,101,Xã Liên Hà,Lien Ha,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011731,10117,101,Xã Vân Hà,Van Ha,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011733,10117,101,Xã Dục Tú,Duc Tu,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011735,10117,101,Xã Thụy Lâm,Thuy Lam,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011737,10117,101,Xã Việt Hùng,Viet Hung,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011739,10117,101,Xã Mai Lâm,Mai Lam,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011741,10117,101,Xã Đông Hội,Dong Hoi,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011743,10117,101,Xã Xuân Canh,Xuan Canh,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011745,10117,101,Xã Tầm Xá,Tam Xa,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011747,10117,101,Xã Vĩnh Ngọc,Vinh Ngoc,Huyện Đông Anh,Dong Anh,Hà Nội,Ha Noi
1011905,10119,101,Thị trấn Yên Viên,Yen Vien,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011911,10119,101,Xã Bát Tràng,Bat Trang,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011913,10119,101,Xã Lệ Chi,Le Chi,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011915,10119,101,Xã Đình Xuyên,Dinh Xuyen,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011917,10119,101,Xã Ninh Hiệp,Ninh Hiep,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011919,10119,101,Xã Phù Đổng,Phu Dong,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011921,10119,101,Xã Trung Mầu,Trung Mau,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011923,10119,101,Xã Dương Hà,Duong Ha,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011925,10119,101,Xã Yên Thường,Yen Thuong,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011927,10119,101,Xã Yên Viên,Yen Vien,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011933,10119,101,Xã Kim Lan,Kim Lan,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011947,10119,101,Xã Cổ Bi,Co Bi,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011949,10119,101,Thị trấn Trâu Quỳ,Trau Quy,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011951,10119,101,Xã Đa Tốn,Da Ton,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011953,10119,101,Xã Dương Xá,Duong Xa,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011955,10119,101,Xã Kiêu Kỵ,Kieu Ky,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011957,10119,101,Xã Văn Đức,Van Duc,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011959,10119,101,Xã Đông Dư,Dong Du,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011963,10119,101,Xã Dương Quang,Duong Quang,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011965,10119,101,Xã Phú Thị,Phu Thi,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011967,10119,101,Xã Đặng Xá,Dang Xa,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1011969,10119,101,Xã Kim Sơn,Kim Son,Huyện Gia Lâm,Gia Lam,Hà Nội,Ha Noi
1012101,10121,101,Phường Cầu Diễn,Cau Dien,Quận Nam Từ Liêm,Nam Tu Liem,Hà Nội,Ha Noi
1012103,10121,101,Phường Mỹ Đình 2,My Dinh 2,Quận Nam Từ Liêm,Nam Tu Liem,Hà Nội,Ha Noi
1012123,10121,101,Phường Trung Văn,Trung Van,Quận Nam Từ Liêm,Nam Tu Liem,Hà Nội,Ha Noi
1012125,10121,101,Phường Mễ Trì,Me Tri,Quận Nam Từ Liêm,Nam Tu Liem,Hà Nội,Ha Noi
1012127,10121,101,Phường Tây Mỗ,Tay Mo,Quận Nam Từ Liêm,Nam Tu Liem,Hà Nội,Ha Noi
1012129,10121,101,Phường Đại Mỗ,Dai Mo,Quận Nam Từ Liêm,Nam Tu Liem,Hà Nội,Ha Noi
1012131,10121,101,Phường Phương Canh,Phuong Canh,Quận Nam Từ Liêm,Nam Tu Liem,Hà Nội,Ha Noi
1012133,10121,101,Phường Phú Đô,Phu Do,Quận Nam Từ Liêm,Nam Tu Liem,Hà Nội,Ha Noi
1012135,10121,101,Phường Mỹ Đình 1,My Dinh 1,Quận Nam Từ Liêm,Nam Tu Liem,Hà Nội,Ha Noi
1012137,10121,101,Phường Xuân Phương,Xuan Phuong,Quận Nam Từ Liêm,Nam Tu Liem,Hà Nội,Ha Noi
1012301,10123,101,Thị trấn Văn Điển,Van Dien,Huyện Thanh Trì,Thanh Tri,Hà Nội,Ha Noi
1012313,10123,101,Xã Ngũ Hiệp,Ngu Hiep,Huyện Thanh Trì,Thanh Tri,Hà Nội,Ha Noi
1012315,10123,101,Xã Đông Mỹ,Dong My,Huyện Thanh Trì,Thanh Tri,Hà Nội,Ha Noi
1012317,10123,101,Xã Yên Mỹ,Yen My,Huyện Thanh Trì,Thanh Tri,Hà Nội,Ha Noi
1012319,10123,101,Xã Duyên Hà,Duyen Ha,Huyện Thanh Trì,Thanh Tri,Hà Nội,Ha Noi
1012321,10123,101,Xã Vạn Phúc,Van Phuc,Huyện Thanh Trì,Thanh Tri,Hà Nội,Ha Noi
1012323,10123,101,Xã Tứ Hiệp,Tu Hiep,Huyện Thanh Trì,Thanh Tri,Hà Nội,Ha Noi
1012327,10123,101,Xã Thanh Liệt,Thanh Liet,Huyện Thanh Trì,Thanh Tri,Hà Nội,Ha Noi
1012333,10123,101,Xã Tam Hiệp,Tam Hiep,Huyện Thanh Trì,Thanh Tri,Hà Nội,Ha Noi
1012335,10123,101,Xã Tân Triều,Tan Trieu,Huyện Thanh Trì,Thanh Tri,Hà Nội,Ha Noi
1012339,10123,101,Xã Vĩnh Quỳnh,Vinh Quynh,Huyện Thanh Trì,Thanh Tri,Hà Nội,Ha Noi
1012341,10123,101,Xã Liên Ninh,Lien Ninh,Huyện Thanh Trì,Thanh Tri,Hà Nội,Ha Noi
1012343,10123,101,Xã Ngọc Hồi,Ngoc Hoi,Huyện Thanh Trì,Thanh Tri,Hà Nội,Ha Noi
1012345,10123,101,Xã Đại Áng,Dai Ang,Huyện Thanh Trì,Thanh Tri,Hà Nội,Ha Noi
1012347,10123,101,Xã Hữu Hoà,Huu Hoa,Huyện Thanh Trì,Thanh Tri,Hà Nội,Ha Noi
1012349,10123,101,Xã Tả Thanh Oai,Ta Thanh Oai,Huyện Thanh Trì,Thanh Tri,Hà Nội,Ha Noi
